Branch,Regime,Workflow,CCR,Instance,Seed,Scheduler,Throughput,Makespan,RescheduleCount
wfcommons,deterministic,epigenomics,0.5,epigenomics_7,0,MaxTP,0.0006062338388414,2896.536668779582,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_5,0,HEFT_static,0.0003429418560109,2923.3932582094585,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_5,0,CPoP_static,0.0003430837440843,2927.8328316763304,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_5,0,HEFT-Tp_static,0.0003468889077228,2948.1147064617976,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_5,0,CPoP-Tp_static,0.0003466282092877,3004.9012803297965,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_5,0,FastestNode,0.0001811189026409,5521.234865158397,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_5,0,MaxTP,0.0003468427115097,2988.631934098274,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_6,0,HEFT_static,0.0005596038576333,1797.3715804299818,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_6,0,CPoP_static,0.0005596188083049,1799.622779555005,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_6,0,HEFT-Tp_static,0.0007367722949504,2079.2912251219955,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_6,0,CPoP-Tp_static,0.0007381729402223,2098.971015799523,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_6,0,FastestNode,0.0002875331462159,3477.8599029778634,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_6,0,MaxTP,0.0007326828333104,2126.145374994488,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_8,0,HEFT_static,0.0002601323580871,3844.196882520538,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_8,0,CPoP_static,0.0002606622653361,3853.397676388327,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_8,0,HEFT-Tp_static,0.0003092700197812,4466.4976644386015,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_8,0,CPoP-Tp_static,0.0003086791854642,4497.66510564721,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_8,0,FastestNode,0.0001623251165472,6160.47609434492,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_8,0,MaxTP,0.0003088513908051,4462.898970859952,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_9,0,HEFT_static,0.000438690373056,2305.680713336545,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_9,0,CPoP_static,0.0004306244965271,2339.605088627554,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_9,0,HEFT-Tp_static,0.0004519497884415,2383.855492449672,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_9,0,CPoP-Tp_static,0.000451934769421,2487.251101844405,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_9,0,FastestNode,0.0001718259230881,5819.843606995273,0
wfcommons,deterministic,epigenomics,0.5,epigenomics_9,0,MaxTP,0.0004508845515681,2477.69084710388,0
